address,isHostedBySuperhost,location/lat,location/lng,name,numberOfGuests,pricing/rate/amountFormatted,pricing/rate/currency,pricing/rateType,primaryHost/badges/0,primaryHost/firstName,primaryHost/hasProfilePic,primaryHost/hostUrl,primaryHost/id,primaryHost/memberSince,primaryHost/pictureUrl,primaryHost/responseRate,primaryHost/responseTime,primaryHost/smartName,roomType,stars,url,price
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.69882,73.00815,"Al mustafa towers
2 Bed Furnished",4.0,$66,USD,nightly,Identity verified,Nasim,1.0,https://www.airbnb.com/users/show/339564319,339564319.0,Joined in February 2020,https://a0.muscache.com/im/pictures/user/ceaf2708-b6e1-439f-8543-35250eb8d417.jpg?aki_policy=profile_large,0.75,within a few hours,Nasim,Entire place,4.775,https://www.airbnb.com/rooms/42625182,66.0
"Lahore, Punjab, Pakistan",No,31.56432,74.32782,Al Safina Hotel,2.0,$22,USD,nightly,Identity verified,Tabaruk,1.0,https://www.airbnb.com/users/show/393731542,393731542.0,Joined in March 2021,https://a0.muscache.com/im/pictures/user/3ce1e660-6fca-4c8a-a7ca-1223c76888fd.jpg?aki_policy=profile_large,0.75,within a day,Tabaruk,Private room ,4.775,https://www.airbnb.com/rooms/48808275,22.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.69881,72.97242,AL SYED LODGES FOR FAMILIES AND TRAVELERS ONLY,5.0,$55,USD,nightly,7 Reviews,Syed Mujtaba,1.0,https://www.airbnb.com/users/show/420410227,420410227.0,Joined in August 2021,https://a0.muscache.com/defaults/user_pic-640x640.png?v=3,,,Syed Mujtaba,Entire place,5.0,https://www.airbnb.com/rooms/51905830,55.0
"Lahore, Punjab, Pakistan",No,31.4683,74.29967,Al-Warda Hotel,16.0,$34,USD,nightly,,Irfan,1.0,https://www.airbnb.com/users/show/340058092,340058092.0,Joined in March 2020,https://a0.muscache.com/im/pictures/user/8e4f9cf3-1ac6-4b51-918b-c697be7e4998.jpg?aki_policy=profile_large,,,Irfan,Private room ,4.775,https://www.airbnb.com/rooms/42689109,34.0
"Karachi, Sindh, Pakistan",No,24.80931,67.0176,all-rounder safe and convenient AirBnB.,4.0,$29,USD,nightly,Identity verified,Faraz,1.0,https://www.airbnb.com/users/show/375569301,375569301.0,Joined in November 2020,https://a0.muscache.com/im/pictures/user/464a08f4-5011-48b7-a46f-da786fd3130d.jpg?aki_policy=profile_large,0.0,a few days or more,Faraz,Private room,4.775,https://www.airbnb.com/rooms/52296160,29.0
"Karachi, Sindh, Pakistan",No,24.82149,67.10282,Aman Orchid Tower,2.0,$33,USD,nightly,,Touqeer,1.0,https://www.airbnb.com/users/show/267520312,267520312.0,Joined in June 2019,https://a0.muscache.com/im/pictures/user/e25229fc-900b-43ae-921a-d6ed2085f5b0.jpg?aki_policy=profile_large,,,Touqeer,Shared room,4.775,https://www.airbnb.com/rooms/38783926,33.0
"Lahore, Punjab, Pakistan",No,31.45942,74.48687,Amazing 1 Bedroom with full bathroom and secure Parking available. Super Clean and dustfree environment.,3.0,$32,USD,nightly,,Hashir,1.0,https://www.airbnb.com/users/show/301773146,301773146.0,Joined in October 2019,https://a0.muscache.com/im/pictures/user/bec78da2-47f1-416a-a51f-e98f34b75691.jpg?aki_policy=profile_large,0.0,a few days or more,Hashir,Private room ,4.775,https://www.airbnb.com/rooms/51112630,32.0
"Karachi, Sindh, Pakistan",No,24.8214,67.06625,Ambassador House (Furnished House In Defence Khi),12.0,$68,USD,nightly,5 Reviews,Mohammad,1.0,https://www.airbnb.com/users/show/128832346,128832346.0,Joined in May 2017,https://a0.muscache.com/im/pictures/user/9d201c93-48b2-48c7-b647-5fbe3d494a7f.jpg?aki_policy=profile_large,0.7,within a day,Mohammad,Entire place,4.33,https://www.airbnb.com/rooms/19244369,68.0
"Lahore, Punjab, Pakistan",No,31.35548,74.24868,An uper floor of a big Villa at a prestegious locality. newly constructed.,4.0,$33,USD,nightly,Identity verified,Shahid,1.0,https://www.airbnb.com/users/show/398726397,398726397.0,Joined in April 2021,https://a0.muscache.com/im/pictures/user/e801189f-9f7e-4cef-b4c1-4675c9a36155.jpg?aki_policy=profile_large,0.13,a few days or more,Shahid,Entire place,4.775,https://www.airbnb.com/rooms/51590534,33.0
"Karachi, Sindh, Pakistan",No,24.84387,67.08305,Apartment,2.0,$46,USD,nightly,1 Review,Faysal,1.0,https://www.airbnb.com/users/show/185409610,185409610.0,Joined in April 2018,https://a0.muscache.com/im/pictures/user/283ce121-763a-418e-ba95-95cadf02f6ee.jpg?aki_policy=profile_large,,,Faysal,Private room,4.775,https://www.airbnb.com/rooms/24543787,46.0
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,33.697,72.981,Apartment 2 Bed Parking Netflix WiFi UhdTv Kitchen,5.0,$57,USD,nightly,150 Reviews,Murtaza,1.0,https://www.airbnb.com/users/show/373634491,373634491.0,Joined in October 2020,https://a0.muscache.com/im/pictures/user/bd47c51b-d583-474e-be5f-74203a675656.jpg?aki_policy=profile_large,1.0,within an hour,Murtaza,Entire place,4.94,https://www.airbnb.com/rooms/46744442,57.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.69941,73.01075,"Apartment 2 BR Lounge Kitchen 55""smart TV wifi AC.",4.0,$57,USD,nightly,2 Reviews,Omer,1.0,https://www.airbnb.com/users/show/436577974,436577974.0,Joined in December 2021,https://a0.muscache.com/im/pictures/user/bf6dd673-295c-466e-a0de-adfa72c5ea8a.jpg?aki_policy=profile_large,1.0,within an hour,Omer,Entire place,4.775,https://www.airbnb.com/rooms/53895304,57.0
"Karachi, Sindh, Pakistan",No,24.78892,67.06318,Apartment 3rd floor,2.0,$57,USD,nightly,1 Review,Abeer,1.0,https://www.airbnb.com/users/show/49586435,49586435.0,Joined in November 2015,https://a0.muscache.com/im/pictures/user/0073f306-9707-4431-adc7-73ca38a69ee6.jpg?aki_policy=profile_large,,,Abeer,Entire place,4.775,https://www.airbnb.com/rooms/39307674,57.0
"Karachi, Sindh, Pakistan",No,24.83077,67.06843,apartment room,2.0,$21,USD,nightly,Identity verified,Awais,1.0,https://www.airbnb.com/users/show/162400681,162400681.0,Joined in December 2017,https://a0.muscache.com/im/pictures/user/cd40cf7a-17de-42a8-bcdf-e3d2c914ca50.jpg?aki_policy=profile_large,,,Awais,Private room,4.775,https://www.airbnb.com/rooms/22224962,21.0
"Karachi, Sindh, Pakistan",No,24.78899,67.06428,Appartment 3rd floor,2.0,$68,USD,nightly,1 Review,Abeer,1.0,https://www.airbnb.com/users/show/49586435,49586435.0,Joined in November 2015,https://a0.muscache.com/im/pictures/user/0073f306-9707-4431-adc7-73ca38a69ee6.jpg?aki_policy=profile_large,,,Abeer,Entire place,4.775,https://www.airbnb.com/rooms/32430706,68.0
"Karachi, Sindh, Pakistan",No,24.83427,67.02639,Apple Karachi Guest House,2.0,$31,USD,nightly,5 Reviews,Attiq,1.0,https://www.airbnb.com/users/show/217799104,217799104.0,Joined in September 2018,https://a0.muscache.com/im/pictures/user/aa4769b6-5968-4de8-9026-90470f66ed21.jpg?aki_policy=profile_large,,,Attiq,Private room,4.775,https://www.airbnb.com/rooms/28984457,31.0
"Karachi, Sindh, Pakistan",No,24.86189,67.06837,Arika apartment,4.0,$60,USD,nightly,,Nisar,1.0,https://www.airbnb.com/users/show/217074971,217074971.0,Joined in September 2018,https://a0.muscache.com/im/pictures/user/99f59ebc-9bc2-4e4a-b649-070f3577edfd.jpg?aki_policy=profile_large,0.33,a few days or more,Nisar,Entire place,4.775,https://www.airbnb.com/rooms/28779106,60.0
"Lahore, Punjab, Pakistan",No,31.47256,74.32949,Asad's Place,3.0,$14,USD,nightly,Identity verified,Asad,1.0,https://www.airbnb.com/users/show/193850525,193850525.0,Joined in June 2018,https://a0.muscache.com/im/pictures/user/a1b50eba-0192-4fa1-8675-0f5f3eebd38a.jpg?aki_policy=profile_large,0.0,a few days or more,Asad,Private room ,4.775,https://www.airbnb.com/rooms/25795755,14.0
"Karachi, Sindh, Pakistan",No,24.86677,67.06476,Asaish Inn Guest House,16.0,$34,USD,nightly,Identity verified,Asadullah,1.0,https://www.airbnb.com/users/show/181106172,181106172.0,Joined in March 2018,https://a0.muscache.com/im/pictures/user/a67dcffe-d65f-40dc-9144-3f028005fb02.jpg?aki_policy=profile_large,0.0,a few days or more,Asadullah,Private room,4.775,https://www.airbnb.com/rooms/24057120,34.0
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,33.68347,72.98819,Askin Apartments 35-A,3.0,$34,USD,nightly,59 Reviews,Assaba,1.0,https://www.airbnb.com/users/show/436112181,436112181.0,Joined in December 2021,https://a0.muscache.com/defaults/user_pic-640x640.png?v=3,1.0,within a few hours,Assaba,Entire place,4.72,https://www.airbnb.com/rooms/54350632,34.0
"Lahore, Punjab, Pakistan",No,31.51964,74.35953,Attractive place near to Market & Doctors Hospital,2.0,$34,USD,nightly,2 Reviews,Khawaja Javed,1.0,https://www.airbnb.com/users/show/261340625,261340625.0,Joined in May 2019,https://a0.muscache.com/im/pictures/user/312f6bce-3bc3-4c07-b017-f1c7425be57a.jpg?aki_policy=profile_large,,,Khawaja Javed,Entire place,4.775,https://www.airbnb.com/rooms/34728802,34.0
"Karachi, Sindh, Pakistan",No,24.83953,67.07351,Awan Residency,7.0,$57,USD,nightly,Identity verified,Muhammad,1.0,https://www.airbnb.com/users/show/345642308,345642308.0,Joined in May 2020,https://a0.muscache.com/im/pictures/user/519036ac-f12c-43be-9580-e6daa4792f79.jpg?aki_policy=profile_large,,,Muhammad,Entire place,4.775,https://www.airbnb.com/rooms/43383113,57.0
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,33.68991,72.98014,Backpackers Hostel 4 Bed Dormitory,4.0,$11,USD,nightly,281 Reviews,Haris Ali,1.0,https://www.airbnb.com/users/show/102943954,102943954.0,Joined in November 2016,https://a0.muscache.com/im/pictures/user/1b954961-5b88-4124-b0f3-1f5dd4db4c87.jpg?aki_policy=profile_large,0.9,within an hour,Haris Ali,Shared room ,4.5,https://www.airbnb.com/rooms/23038245,11.0
"Karachi, Sindh, Pakistan",No,24.88947,67.06566,"Bahadurabad, Karachi",16.0,$33,USD,nightly,Identity verified,Faisal,1.0,https://www.airbnb.com/users/show/371386418,371386418.0,Joined in October 2020,https://a0.muscache.com/im/pictures/user/f59f7963-1279-48c6-85f4-1a8d0415b71b.jpg?aki_policy=profile_large,0.0,a few days or more,Faisal,Private room,4.775,https://www.airbnb.com/rooms/45843095,33.0
"Rawalpindi, Punjab, Pakistan",No,33.56627,73.11602,Bahria Heights Ext 1 Modern Apartment,2.0,$47,USD,nightly,Identity verified,Landpedia,1.0,https://www.airbnb.com/users/show/193832504,193832504.0,Joined in June 2018,https://a0.muscache.com/im/pictures/user/d92a7bd4-1541-4c95-a0ee-6c3a38b5208b.jpg?aki_policy=profile_large,,,Landpedia,Entire place,4.775,https://www.airbnb.com/rooms/25792941,47.0
"Lahore, Punjab, Pakistan",No,31.34755,74.17192,Bahria town Lahore Brand new residence In Ghaznavi,2.0,$40,USD,nightly,Identity verified,Hassan,1.0,https://www.airbnb.com/users/show/353691172,353691172.0,Joined in July 2020,https://a0.muscache.com/im/pictures/user/9bd85fe1-9c81-4bfb-b3f6-ee93daa6a031.jpg?aki_policy=profile_large,0.0,a few days or more,Hassan,Private room ,4.775,https://www.airbnb.com/rooms/44087582,40.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.7079,73.15828,Bani Gala House (Double Bed) with Parking,2.0,$18,USD,nightly,Identity verified,Ehsan,1.0,https://www.airbnb.com/users/show/434053758,434053758.0,Joined in November 2021,https://a0.muscache.com/im/pictures/user/a3ffff18-efcc-462a-a7ff-2b77ed307026.jpg?aki_policy=profile_large,,,Ehsan,Private room,4.775,https://www.airbnb.com/rooms/53598135,18.0
"Islamabad, Islamabad Capital Territory, Pakistan",Yes,33.72447,73.07456,"Basic, comfort, private entrance bedroom in F-6",2.0,$21,USD,nightly,329 Reviews,S,1.0,https://www.airbnb.com/users/show/65392525,65392525.0,Joined in April 2016,https://a0.muscache.com/im/pictures/user/6025cd9f-d0b8-46a2-9245-df7faab3893d.jpg?aki_policy=profile_large,1.0,within an hour,S,Private room,4.81,https://www.airbnb.com/rooms/45963152,21.0
"Karachi, Sindh, Pakistan",No,24.834,67.027,Bath island Houses,2.0,$34,USD,nightly,5 Reviews,Attiq,1.0,https://www.airbnb.com/users/show/217799104,217799104.0,Joined in September 2018,https://a0.muscache.com/im/pictures/user/aa4769b6-5968-4de8-9026-90470f66ed21.jpg?aki_policy=profile_large,,,Attiq,Private room,4.775,https://www.airbnb.com/rooms/33525037,34.0
"Karachi, Sindh, Pakistan",No,24.81402,67.07115,BAWANY LODGE  WAITING FOR YOUR HOSPITALITY,8.0,$38,USD,nightly,Identity verified,Muhammad Yaqoob,1.0,https://www.airbnb.com/users/show/96854438,96854438.0,Joined in September 2016,https://a0.muscache.com/im/pictures/user/9d364ab1-1be4-41ab-af17-48539a8139a0.jpg?aki_policy=profile_large,0.57,within a day,Muhammad Yaqoob,Private room,4.775,https://www.airbnb.com/rooms/52286392,38.0
"Lahore, Punjab, Pakistan",No,31.46788,74.25969,BB's,4.0,$51,USD,nightly,Identity verified,Muhammad,1.0,https://www.airbnb.com/users/show/320996128,320996128.0,Joined in December 2019,https://a0.muscache.com/im/pictures/user/a9cd0346-8985-4503-b272-ac26f0da75ed.jpg?aki_policy=profile_large,1.0,within an hour,Muhammad,Private room ,4.775,https://www.airbnb.com/rooms/41064251,51.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.61099,73.19922,Beautiful 1 bed service apartment in gulberg green,3.0,$46,USD,nightly,Identity verified,Hafeez,1.0,https://www.airbnb.com/users/show/439054895,439054895.0,Joined in January 2022,https://a0.muscache.com/im/pictures/user/e6ebb8e4-bd7a-4bc0-a459-c8db008db989.jpg?aki_policy=profile_large,1.0,within an hour,Hafeez,Entire place,4.775,https://www.airbnb.com/rooms/54155543,46.0
"Lahore, Punjab, Pakistan",No,31.44527,74.30147,Beautiful 1-Bedroom with Balcony,2.0,$15,USD,nightly,Identity verified,Abdul,1.0,https://www.airbnb.com/users/show/423426701,423426701.0,Joined in September 2021,https://a0.muscache.com/im/pictures/user/0a07d562-1fb2-44ac-8fdf-37aeff5620e7.jpg?aki_policy=profile_large,0.33,a few days or more,Abdul,Private room ,4.775,https://www.airbnb.com/rooms/52317698,15.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.69793,72.96641,Beautiful 2 bedrooms for stay,4.0,$67,USD,nightly,Identity verified,Capital Suites,1.0,https://www.airbnb.com/users/show/419699519,419699519.0,Joined in August 2021,https://a0.muscache.com/im/pictures/user/d51a10b4-4c6d-4f48-b1ce-6128a87358a1.jpg?aki_policy=profile_large,,,Capital Suites,Entire place,4.775,https://www.airbnb.com/rooms/53055184,67.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.69803,72.94998,Beautiful 3 bedroom home in Islamabad.,8.0,$80,USD,nightly,3 Reviews,Obaid,1.0,https://www.airbnb.com/users/show/303487465,303487465.0,Joined in October 2019,https://a0.muscache.com/im/pictures/user/d8a3fd31-5186-4f68-8a27-cd9febdc06ea.jpg?aki_policy=profile_large,0.0,a few days or more,Obaid,Entire place,4.67,https://www.airbnb.com/rooms/54121511,80.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.66687,73.14951,Beautiful 3 bedroom house with private parking.,6.0,$54,USD,nightly,1 Review,Asiya,1.0,https://www.airbnb.com/users/show/436146201,436146201.0,Joined in December 2021,https://a0.muscache.com/im/pictures/user/027fb4a4-869c-4e2c-b68b-dfec0dfa0531.jpg?aki_policy=profile_large,,,Asiya,Entire place,4.775,https://www.airbnb.com/rooms/53843684,54.0
"Lahore, Punjab, Pakistan",No,31.45054,74.27636,Beautiful Accomodations in Heart Of Lahore.,3.0,$33,USD,nightly,1 Review,Fakhar E,1.0,https://www.airbnb.com/users/show/398202955,398202955.0,Joined in April 2021,https://a0.muscache.com/im/pictures/user/7d190946-e2b8-4a84-8d64-19840815b561.jpg?aki_policy=profile_large,1.0,within an hour,Fakhar E,Private room ,4.775,https://www.airbnb.com/rooms/49367996,33.0
"Rawalpindi, Punjab, Pakistan",No,33.52257,73.1102,Beautiful and Classy One Bedroom Apartment,2.0,$38,USD,nightly,8 Reviews,Naveed,1.0,https://www.airbnb.com/users/show/427348905,427348905.0,Joined in October 2021,https://a0.muscache.com/im/pictures/user/cf85ad8f-1762-457b-ba92-6035b121a238.jpg?aki_policy=profile_large,1.0,within an hour,Naveed,Entire place,4.5,https://www.airbnb.com/rooms/52787473,38.0
"Rawalpindi, Punjab, Pakistan",No,33.52563,73.09689,Beautiful and Hygienic Serviced Apartments,4.0,$80,USD,nightly,Identity verified,Naveed,1.0,https://www.airbnb.com/users/show/71427485,71427485.0,Joined in May 2016,https://a0.muscache.com/im/pictures/user/1ddf2412-0c94-4036-ab46-7c9670426a6e.jpg?aki_policy=profile_large,,,Naveed,Private room,4.775,https://www.airbnb.com/rooms/51722032,80.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.70173,72.96722,Beautiful Banglow Rooms for Foreginers and Locals,6.0,$57,USD,nightly,1 Review,Absar,1.0,https://www.airbnb.com/users/show/385815730,385815730.0,Joined in January 2021,https://a0.muscache.com/im/pictures/user/cbf74b4b-cad8-44d3-9a65-ea15d8cce3ee.jpg?aki_policy=profile_large,,,Absar,Private room,4.775,https://www.airbnb.com/rooms/49152635,57.0
"Lahore, Punjab, Pakistan",No,31.40107,74.20969,Beautiful bunglow in DHA,2.0,$46,USD,nightly,Identity verified,Muhammad,1.0,https://www.airbnb.com/users/show/67290223,67290223.0,Joined in April 2016,https://a0.muscache.com/im/pictures/user/8de7685b-4674-4c78-a0a0-5da664fef995.jpg?aki_policy=profile_large,,,Muhammad,Private room ,4.775,https://www.airbnb.com/rooms/25403593,46.0
"Rawalpindi, Punjab, Pakistan",No,33.56734,73.11619,Beautiful Cozy Apartment with Free Parking,2.0,$49,USD,nightly,4 Reviews,Ahsan,1.0,https://www.airbnb.com/users/show/84627429,84627429.0,Joined in July 2016,https://a0.muscache.com/im/pictures/user/aef62787-24a5-4a6e-9758-a3281ec25771.jpg?aki_policy=profile_large,,,Ahsan,Entire place,4.25,https://www.airbnb.com/rooms/53178041,49.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.6975,72.97996,Beautiful fully furnished 2 bedroom Apartment,5.0,$51,USD,nightly,2 Reviews,Asfandyar,1.0,https://www.airbnb.com/users/show/433957649,433957649.0,Joined in November 2021,https://a0.muscache.com/im/pictures/user/51d4f522-79c9-4f38-9b14-611f6b2d2206.jpg?aki_policy=profile_large,,,Asfandyar,Entire place,4.775,https://www.airbnb.com/rooms/53586126,51.0
"Rawalpindi, Punjab, Pakistan",No,33.53351,73.11384,Beautiful Furnished Serviced Apartment Bahria Town,2.0,$34,USD,nightly,8 Reviews,Naveed,1.0,https://www.airbnb.com/users/show/427348905,427348905.0,Joined in October 2021,https://a0.muscache.com/im/pictures/user/cf85ad8f-1762-457b-ba92-6035b121a238.jpg?aki_policy=profile_large,1.0,within an hour,Naveed,Entire place,3.25,https://www.airbnb.com/rooms/52788427,34.0
"Lahore, Punjab, Pakistan",No,31.37748,74.17163,Beautiful house portion separate entrance 2 beds,5.0,$55,USD,nightly,Identity verified,Muhammad,1.0,https://www.airbnb.com/users/show/411865665,411865665.0,Joined in July 2021,https://a0.muscache.com/im/pictures/user/09764f98-0bd9-4a56-abdc-42c931006d11.jpg?aki_policy=profile_large,,,Muhammad,Entire place,4.775,https://www.airbnb.com/rooms/50932294,55.0
"Lahore, Punjab, Pakistan",No,31.37107,74.18722,Beautiful One Bedroom Luxury Apartment,3.0,$46,USD,nightly,Identity verified,Khalil,1.0,https://www.airbnb.com/users/show/393868232,393868232.0,Joined in March 2021,https://a0.muscache.com/im/pictures/user/f449720e-3fa6-4cc3-9a6f-f80021559931.jpg?aki_policy=profile_large,,,Khalil,Entire place,4.775,https://www.airbnb.com/rooms/48827123,46.0
"Lahore, Punjab, Pakistan",No,31.70268,74.01674,Beautiful room for families,2.0,$46,USD,nightly,,Muhammad Usman,1.0,https://www.airbnb.com/users/show/322999779,322999779.0,Joined in December 2019,https://a0.muscache.com/im/pictures/user/1e5444c3-3868-4cde-b8e9-c608e7fbe2bf.jpg?aki_policy=profile_large,0.0,a few days or more,Muhammad Usman,Private room ,4.775,https://www.airbnb.com/rooms/42044939,46.0
"Lahore, Punjab, Pakistan",No,31.38013,74.36085,Beautiful Room with 2 single beds,4.0,$57,USD,nightly,,Mian,1.0,https://www.airbnb.com/users/show/280562437,280562437.0,Joined in July 2019,https://a0.muscache.com/im/pictures/user/65515463-c1e0-4deb-802f-590117d09bf2.jpg?aki_policy=profile_large,0.0,a few days or more,Mian,Private room ,4.775,https://www.airbnb.com/rooms/37270876,57.0
"Karachi, Sindh, Pakistan",No,25.00257,67.12107,Beautiful stay,2.0,$11,USD,nightly,Identity verified,Kamran,1.0,https://www.airbnb.com/users/show/387363740,387363740.0,Joined in February 2021,https://a0.muscache.com/im/pictures/user/c5f6299d-25f1-4d3b-befe-b3d750ef8b39.jpg?aki_policy=profile_large,0.7,within a day,Kamran,Private room,4.775,https://www.airbnb.com/rooms/48994022,11.0
"Lahore, Punjab, Pakistan",No,31.53761,74.37638,BED & BATH,2.0,$23,USD,nightly,,Nayyer,1.0,https://www.airbnb.com/users/show/171238214,171238214.0,Joined in February 2018,https://a0.muscache.com/im/pictures/user/f99d587c-fc48-454f-a6a4-bd381c32ccb6.jpg?aki_policy=profile_large,0.0,a few days or more,Nayyer,Private room ,4.775,https://www.airbnb.com/rooms/32158804,23.0
"Lahore, Punjab, Pakistan",No,31.453,74.227,Bed and sitting room near Daewoo stop with wifi,2.0,$19,USD,nightly,2 Reviews,Gul Wali,1.0,https://www.airbnb.com/users/show/421725340,421725340.0,Joined in September 2021,https://a0.muscache.com/im/pictures/user/6984aae8-e916-46bc-b761-99e7a061ecd9.jpg?aki_policy=profile_large,1.0,within a few hours,Gul Wali,Private room ,4.775,https://www.airbnb.com/rooms/52217776,19.0
"Karachi, Sindh, Pakistan",Yes,24.80469,67.03078,"Bed, Beach, Restaurants and Mall !",3.0,$34,USD,nightly,91 Reviews,Ali,1.0,https://www.airbnb.com/users/show/359453821,359453821.0,Joined in July 2020,https://a0.muscache.com/im/pictures/user/bd1a8eaa-402a-4327-8676-b5cf3858631f.jpg?aki_policy=profile_large,1.0,within an hour,Ali,Private room,4.92,https://www.airbnb.com/rooms/47458224,34.0
"Karachi, Sindh, Pakistan",No,24.80909,67.04394,Bedroom 1 in a Bungalow in DHA,4.0,$55,USD,nightly,Identity verified,Jasmine,1.0,https://www.airbnb.com/users/show/312128344,312128344.0,Joined in November 2019,https://a0.muscache.com/im/pictures/user/ee59368a-2095-4e89-a82e-dcd732cc4d56.jpg?aki_policy=profile_large,,,Jasmine,Private room,4.775,https://www.airbnb.com/rooms/40380172,55.0
"Lahore, Punjab, Pakistan",No,31.517,74.262,BedRoom only for female,1.0,$15,USD,nightly,,Zubair,1.0,https://www.airbnb.com/users/show/484391027,484391027.0,Joined in October 2022,https://a0.muscache.com/im/pictures/user/03cf48d1-e38e-48c9-b265-dc8ff2a88aec.jpg?aki_policy=profile_large,,,Zubair,Private room ,4.775,https://www.airbnb.com/rooms/744521810616128900,15.0
"Rawalpindi, Punjab, Pakistan",Yes,33.56957,73.13789,"Bedroom with dedicated Workspace, attached Bathroom, separate entrance, 20MB WiFi, 100% privacy, and access to Kitchen upon request.",2.0,$13,USD,nightly,17 Reviews,Hassan Ahmed,1.0,https://www.airbnb.com/users/show/420269750,420269750.0,Joined in August 2021,https://a0.muscache.com/im/pictures/user/7db06422-ee2f-491e-9c68-640cded6fadd.jpg?aki_policy=profile_large,1.0,within an hour,Hassan Ahmed,Private room,4.82,https://www.airbnb.com/rooms/53057389,13.0
"Karachi, Sindh, Pakistan",No,25.02085,67.1298,Belcool is a nice room,2.0,$34,USD,nightly,,Arbaz,1.0,https://www.airbnb.com/users/show/484910951,484910951.0,Joined in October 2022,https://a0.muscache.com/defaults/user_pic-640x640.png?v=3,,,Arbaz,Private room,4.775,https://www.airbnb.com/rooms/744912476749532300,34.0
"Karachi, Sindh, Pakistan",No,24.82751,67.05327,Belmond Resort,10.0,$66,USD,nightly,,Syed Shan,1.0,https://www.airbnb.com/users/show/330133903,330133903.0,Joined in January 2020,https://a0.muscache.com/im/pictures/user/4698dfd2-1a7a-41f9-8b48-9b69cfd19403.jpg?aki_policy=profile_large,,,Syed Shan,Private room,4.775,https://www.airbnb.com/rooms/41793643,66.0
"Karachi, Sindh, Pakistan",No,24.81516,67.01339,Best facilities in low budget In VIP Clifton area,16.0,$31,USD,nightly,Identity verified,Nosher,1.0,https://www.airbnb.com/users/show/371732359,371732359.0,Joined in October 2020,https://a0.muscache.com/im/pictures/user/8c70be5d-79da-45c8-a6b7-fbb8750efe76.jpg?aki_policy=profile_large,,,Nosher,Private room,4.775,https://www.airbnb.com/rooms/45851424,31.0
"Karachi, Sindh, Pakistan",No,24.8351,67.02085,Best fully Furnished Room's for families,2.0,$40,USD,nightly,1 Review,Akhtiar,1.0,https://www.airbnb.com/users/show/207747976,207747976.0,Joined in August 2018,https://a0.muscache.com/im/pictures/user/f1599d2f-5d8a-416d-9631-bdfaddc36f00.jpg?aki_policy=profile_large,1.0,within a few hours,Akhtiar,Private room,4.775,https://www.airbnb.com/rooms/54075267,40.0
"Lahore, Punjab, Pakistan",No,31.52079,74.34394,Best Hotel accommodation in Hotel,2.0,$34,USD,nightly,1 Review,Zaheer,1.0,https://www.airbnb.com/users/show/269312218,269312218.0,Joined in June 2019,https://a0.muscache.com/im/pictures/user/9f812217-1ef9-483b-baae-a31d4f47c4ca.jpg?aki_policy=profile_large,,,Zaheer,Private room ,4.775,https://www.airbnb.com/rooms/35839907,34.0
"Islamabad, Islamabad Capital Territory, Pakistan",No,33.63829,72.92705,Best in Town,4.0,$68,USD,nightly,Identity verified,Akhtar,1.0,https://www.airbnb.com/users/show/368805180,368805180.0,Joined in September 2020,https://a0.muscache.com/im/pictures/user/8a104b12-dc48-4915-a557-b48ec2917b1f.jpg?aki_policy=profile_large,,,Akhtar,Entire place,4.775,https://www.airbnb.com/rooms/45549619,68.0
"Karachi, Sindh, Pakistan",No,24.81448,67.05098,Best Location opposit food'street bunglow portion,2.0,$30,USD,nightly,1 Review,Akhtiar,1.0,https://www.airbnb.com/users/show/207747976,207747976.0,Joined in August 2018,https://a0.muscache.com/im/pictures/user/f1599d2f-5d8a-416d-9631-bdfaddc36f00.jpg?aki_policy=profile_large,1.0,within a few hours,Akhtiar,Private room,4.775,https://www.airbnb.com/rooms/54075211,30.0
"Lahore, Punjab, Pakistan",No,31.49462,74.39237,Best place for entire Lahore Visit,4.0,$17,USD,nightly,Identity verified,Waqas,1.0,https://www.airbnb.com/users/show/9133165,9133165.0,Joined in September 2013,https://a0.muscache.com/im/pictures/user/64d4000a-5dd5-4e48-a27f-c6ce44b1b14e.jpg?aki_policy=profile_large,,,Waqas,Private room ,4.775,https://www.airbnb.com/rooms/41275270,17.0
"Karachi, Sindh, Pakistan",No,24.91818,67.17356,Best place near Karachi Airport,4.0,$21,USD,nightly,,Shahid,1.0,https://www.airbnb.com/users/show/161157585,161157585.0,Joined in December 2017,https://a0.muscache.com/defaults/user_pic-640x640.png?v=3,0.17,a few days or more,Shahid,Private room,4.775,https://www.airbnb.com/rooms/22063286,21.0
